Occurrence_num,Palaeolongitude,Palaeolatitude,Loc. Num.,Present.region,Old.Class,Order,Family,Genus,Operative_Genus,Operative_Genus.Subgenus,Genus.Subgenus_modifier,Genus_Modified,Modified_Genus,Species,Operative_Species,Genus.Species,British Stage,Appearance,Appearance_FAD,Appearance_LAD,FAD_interval,LAD_interval,Genus BA range,Depth.resolved,max_depth,min_depth,mean_depth,Community,Formation,Depth Association,lithology,Source,Read_more,Genus_FAD_interval,Genus_LAD_interval,interval_resolved,GRID_COORD,FAD_Coarse_Interval,LAD_Coarse_Interval,Cratonic,Palaeocontinent/Terrane,Continent_max_Northing,Continent_min_Northing,Merged.Terrains,Max.Palaeolongitude.Merged.450,Min.Palaeolatitude.Merged.450,Loc_ID
2485,-100.543,-23.19,10,"Central Basin, Tennessee",Articulata,Orthida,Platystrophiidae,Vinlandostrophia_(prev.Platystrophia),Vinlandostrophia,Vinlandostrophia,,0,Vinlandostrophia,acutilirata,acutilirata,Vinlandostrophia_acutilirata,Ashgill,Rawtheyan E (M Richmondian),Rawtheyan E,Rawtheyan E,10,10,BA 2-5,1,5,2,3.5,,Fernvale Fm,BA 3,"Calcarenite, strong bottom currents","Howe 1969, Howe 1988; Patzkowski & Holland 1997",Zuykov & Harper 2007,4,11,1,-100_-25,6,6,1,Laurentia,33,0,Laurentia,18,-28,-100.5_-23.2
2641,-96.475,-22.052,10,"Cincinnati, Ohio Valley",Articulata,Orthida,Platystrophiidae,Vinlandostrophia_(prev.Platystrophia),Vinlandostrophia,Vinlandostrophia,,0,Vinlandostrophia,acutilirata,acutilirata,Vinlandostrophia_acutilirata,Ashgill,Rawtheyan M,Rawtheyan M,Rawtheyan M,11,11,BA 2-5,1,5,2,3.5,,"""Whitewater Fm""",BA 1-2,reefs - mud flats,"Howe 1988, Johnson et al 1989",Zuykov & Harper 2007,4,11,1,-95_-20,6,6,1,Laurentia,33,0,Laurentia,18,-28,-96.5_-22.1
4114,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Pentamerida,Porambonitidae,Porambonites,Porambonites,Porambonites,,0,Porambonites,acutiplicata,acutiplicata,Porambonites_acutiplicata,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 3-5,1,5,3,4,,Craighead mudst & lst,BA 4-5,marginal facies,Williams 1962,Candela 2006,1,12,1,-65_-20,3,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
920,-50.547,-31.416,17,N Estonia,Articulata,Strophomenida,Strophomenidae,Schmidtomena,Schmidtomena,Schmidtomena,,0,Schmidtomena,acutteplicata,acutteplicata,Schmidtomena_acutteplicata,Ashgill,Hirnantian (Porkuni),Hirnantian E,Hirnantian M*,13,14,BA 3,1,3,3,3,,Ärina Fm,BA 3,,Rõõmusoks 2004,,13,14,1,-50_-30,7,7,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-50.5_-31.4
1158,-73.088,-22.024,7,Anticosti Island,Articulata,Orthida,Hesperorthidae,Flabellitesia,Flabellitesia,Flabellitesia,,0,Flabellitesia,adaia,adaia,Flabellitesia_adaia,Llandovery,Telychian M-U,Telychian M,Telychian U,22,23,BA 3,1,3,3,3,,"Pavillon, Jupiter fm - Chicotte Fm",BA 2-3 ,mudst-reefal lst.,Li 6 Cooper 2006,,22,23,1,-75_-20,10,11,0,Laurentia,33,0,Laurentia,18,-28,-73.1_-22
23,-37.285,-7.564,17,"Kozhym River, N Urals",Articulata,Pentamerida,Virgianidae,Viridita,Viridita,Viridita,,0,Viridita,adakia,adakia,Viridita_adakia,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 2,1,2,2,2,,"Basal Dzhagal beds, Yarenei Formation",BA 2,,"Beznosova 1994, 1996",Cocks & Rong 2008,15,15,1,-35_-10,8,8,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-37.3_-7.6
4732,-50.547,-31.416,17,N Estonia,Articulata,Strophomenida,Strophomenidae,Strophomena (S.)?,Strophomena,Strophomena,,0,Strophomena,adilensis,adilensis,Strophomena_adilensis,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 3-5,1,5,3,4,,Pirgu horizon,BA 3,lst.  Mud mounds ,Cocks 2005,,1,23,1,-50_-30,6,6,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-50.5_-31.4
919,-50.547,-31.416,17,N Estonia,Articulata,Strophomenida,Strophomenidae,Rugomena,Rugomena,Rugomena,,0,Rugomena,adilensis,adilensis,Rugomena_adilensis,Ashgill,Hirnantian (Porkuni),Hirnantian E,Hirnantian M*,13,14,BA 3 ,1,3,3,3,,Adila & Ärina fms,BA 3,,Rõõmusoks 2004,,13,14,1,-50_-30,7,7,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-50.5_-31.4
961,-38.755,2.885,14,"Mirny Creek, NE USSR",Articulata,Rhynchonellida,Trigonirhynchiidae,Thebesia,Thebesia,Thebesia,,0,Thebesia,admiranda,admiranda,Thebesia_admiranda,Ashgill,Hirnantian U,Hirnantian M*,Hirnantian M*,14,14,BA 3,1,3,3,3,,u Tirekhtyakh Fm (persculptus Zone),BA 3,biocl. Lst w algae & coral bioherms,Cocks 1988,,9,17,1,-40_5,7,7,0,Kolyma,13,2,Kolyma,7,0,-38.8_2.9
4530,-60.923,-20.192,5,,Articulata,Strophomenida,Strophomenidae,Katastrophomena(K.),Katastrophomena,Katastrophomena,,0,Katastrophomena,admiratio,admiratio,Katastrophomena_admiratio,Ashgill,Cautleyan,Cautleyan E,Cautleyan U,7,9,BA 3-5,1,5,3,4,,Quarrel Hill Fm,BA 3-4,,Harper 2006,,3,23,1,-60_-20,5,5,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2624,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(Eochonetes),Sowerbyella,Eochonetes,,0,Sowerbyella,advena_advena,advena_advena,Eochonetes_advena_advena,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 2-5,1,5,2,3.5,,South Threave Fm,BA 5,,Harper 2006,,NA,NA,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2425,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(Eochonetes),Sowerbyella,Eochonetes,,0,Sowerbyella,advena_gracilis,advena_gracilis,Eochonetes_advena_gracilis,Ashgill,Cautleyan M - U,Cautleyan M,Cautleyan U,8,9,BA 2-5,1,5,2,3.5,,Auldthorns - Quarrel Hill Fms,BA 4-5,,Harper 2006,,NA,NA,1,-60_-20,5,5,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2548,-18.745,-3.317,27,C Taimyr,Articulata,Orthida,Dalmanellidae,Howellites,Howellites,Howellites,,0,Howellites,aenigmus,aenigmus,Howellites_aenigmus,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 3-4,1,4,3,3.5,,"bed 4, Korotskinskaya Fm",BA 3-4,lst.,Cocks & Modzalevskaya 1997,,1,17,1,-20_-5,6,6,0,Taimyr,3,3,Greater Siberia-Mongolia,18,-16,-18.7_-3.3
2993,-45.883,-23.424,17,"Kiltsi, Estonia",Articulata,Strophomenida,Xenambonitidae,Jonesea (prev.Plectambonites),Jonesea,Jonesea,,0,Jonesea,aequalis,aequalis,Jonesea_aequalis,Llandovery,Rhuddanian - Aeronian,Rhuddanian E,Aeronian U,15,20,BA 2-5,1,5,2,3.5,,Tamsal Fm,BA 2-5,,Cocks & Rong 1989,,1,23,1,-45_-25,8,9,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-45.9_-23.4
2974,-46.002,-23.137,17,Estonia,Articulata,Strophomenida,Eopholidostrophiidae,Eopholidostrophia,Eopholidostrophia,Eopholidostrophia,,0,Eopholidostrophia,aequalis,aequalis,Eopholidostrophia_aequalis,Llandovery,Rhuddanian,Rhuddanian E,Rhuddanian U,15,17,BA 2-5,1,5,2,3.5,,Tamsalu Fm,BA 2-5,,Musteikis & Cocks 2004,,2,23,1,-45_-25,8,8,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-46_-23.1
2869,-38.755,2.885,14,"Mirny Creek, NE USSR",Articulata,Strophomenida,Rafinesquinidae,Leptaena,Leptaena,Leptaena,,0,Leptaena,aequalis,aequalis,Leptaena_aequalis,Ashgill,Hirnantian U,Hirnantian M*,Hirnantian M*,14,14,BA 2-5,1,5,2,3.5,Hirnantia fauna,u Tirekhtyakh Fm (persculptus Zone),BA 3,biocl. Lst w algae & coral bioherms,Cocks 1988,,1,23,1,-40_5,7,7,0,Kolyma,13,2,Kolyma,7,0,-38.8_2.9
2994,-46.858,12.842,14,"Mirny Creek, NE USSR",Articulata,Strophomenida,Rafinesquinidae,Leptaena,Leptaena,Leptaena,,0,Leptaena,aequalis,aequalis,Leptaena_aequalis,Llandovery,Rhuddanian E,Rhuddanian E,Rhuddanian E,15,15,BA 2-5,1,5,2,3.5,Skenidioides beds,"Chalmak beds, Maut Fm (accuminatus Zone)",BA 5-6,lst - shale,Cocks 1988,Zhang & Barnes 2007,1,23,1,-45_15,8,8,0,Kolyma,13,2,Kolyma,7,0,-46.9_12.8
1556,-96.565,-21.5,10,"Md., Pa., Va.",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(S.),Sowerbyella,Sowerbyella,,0,Sowerbyella,aequicostellata,aequicostellata,Sowerbyella_aequicostellata,Caradoc,Caradoc E (Porterfield),Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,"Nid. & Cyrt., Edinburg & Shippensburg fms",BA 4-5,,Cooper 1956,Patzkowsky 1995,NA,NA,1,-95_-20,1,1,0,Laurentia,33,0,Laurentia,18,-28,-96.6_-21.5
1557,-104.473,-19.973,10,Tennessee,Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(S.),Sowerbyella,Sowerbyella,,0,Sowerbyella,aequistriata,aequistriata,Sowerbyella_aequistriata,Caradoc,Caradoc E (Wilderness),Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Wardell Fm,BA 2-3,,Cooper 1956,,NA,NA,1,-105_-20,1,1,1,Laurentia,33,0,Laurentia,18,-28,-104.5_-20
1589,-103.837,-21.202,10,"Liberty Hill, Tennessee",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(S.)(prev. Plectambonites),Sowerbyella,Sowerbyella,,0,Sowerbyella,aequistriatus,aequistriatus,Sowerbyella_aequistriatus,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Ottosee Fm,BA 2-5,,Cocks & Rong1989,,NA,NA,1,-105_-20,1,1,1,Laurentia,33,0,Laurentia,18,-28,-103.8_-21.2
4320,-94.187,-20.763,10,E USA,Articulata,Orthida,Plectorthidae,Plectorthis,Plectorthis,Plectorthis,,0,Plectorthis,aequivalvis,aequivalvis,Plectorthis_aequivalvis,Ashgill,Pusgillian E-M (Maysvillian E-M),Pusgillian E,Pusgillian M,4,5,BA 3-5,1,5,3,4,,post-knox sequences,BA 2-5,,Patzkowsky & Holland 1997,,1,12,1,-95_-20,4,4,1,Laurentia,33,0,Laurentia,18,-28,-94.2_-20.8
256,-101.305,-7.675,10,Wyoming,Articulata,Atrypida,Anazygidae,Zygospira,Zygospira,Zygospira,,0,Zygospira,aequivalvis,aequivalvis,Zygospira_aequivalvis,Ashgill,Cautleyan M - Rawtheyan M (Richmondian),Cautleyan M,Rawtheyan M,8,11,BA 2-3,1,3,2,2.5,,u Bighorn Dolomite,BA 3-4,,Macomber 1970,Jin & Zhan 2001,1,14,1,-100_-10,5,6,0,Laurentia,33,0,Laurentia,18,-28,-101.3_-7.7
4257,-66.438,-21.487,5,"Pomeroy, N Ireland",Articulata,Strophomenida,Strophomenidae,Strophomena,Strophomena,Strophomena,,0,Strophomena,af.norvegica_lata,sp.,Strophomena_sp.,Caradoc,Caradoc U (E Cheneyan),Caradoc U,Caradoc U,3,3,BA 3-5,1,5,3,4,,"Bardahessiagh Fm, Mbr III",BA 3-5,,Mitchell 1977,Candela 2002,1,23,1,-65_-20,3,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-66.4_-21.5
3048,-136.884,-63.258,38,San Juan,Articulata,Orthida,Dalmanellidae,Dalmanella,Dalmanella,Dalmanella,,0,Dalmanella,af.testudinaria,sp.,Dalmanella_sp.,Llandovery,Rhuddanian M - Aeronian E,Rhuddanian M,Aeronian E,16,18,BA 2-5,1,5,2,3.5,Heterorthella precordillerana Assemblage,m La Chilca Fm,BA 2-3,sst.,Benedetto 1995,Benedetto & Cocks in review,1,21,1,-135_-65,8,9,0,Argentine Precordillera,63,29,Greater_Gondwana,35,-90,-136.9_-63.3
5260,-65.277,-20.526,5,Girvan,Articulata,Strophomenida,Xenambonitidae,Chonetoidea_(prev.Sericoidea),Chonetoidea,Chonetoidea,,0,Chonetoidea,aff.abdita,sp.,Chonetoidea_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 4-5,1,5,4,4.5,,Balclatchie mudst.,BA 4-6,Deep subtidal,"Williams, 1962; Harper et al 1985",Adrian et al 2000,1,23,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
5972,-60.923,-20.192,5,Girvan,Articulata,Orthida,Dalmanellidae,Dedzetina,Dedzetina,Dedzetina,,0,Dedzetina,aff.albadomus_tumida,sp.,Dedzetina_sp.,Ashgill,Pusgillian,Pusgillian E,Pusgillian U,4,6,BA 4-6,1,6,4,5,,"Shalloch Fm, Ardmillan Grp",BA 4-5,,Harper 2006,,1,12,1,-60_-20,4,4,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
1558,33.16,-8.303,18,"Kotnak Mts, Chu-Ili Range",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella(S.),Sowerbyella,Sowerbyella,,0,Sowerbyella,aff.ampla,sp.,Sowerbyella_sp.,Caradoc,Caradoc E-M,Caradoc E,Caradoc M,1,2,BA 2-5,1,5,2,3.5,,Anderken Fm,BA 2-5,,Popov et al 2002,,NA,NA,1,35_-10,1,2,0,Chu-Ili,8,5,Chu-Ili,-4,-6,33.2_-8.3
5567,-56.528,-29.278,15,"Siljan District, C Sweden",Articulata,Strophomenida,Sowerbyellidae,Anisopleurella,Anisopleurella,Anisopleurella,,0,Anisopleurella,aff.anceps,sp.,Anisopleurella_sp.,Ashgill,Cautleyan U - Rawtheyan,Cautleyan U,Rawtheyan U,9,12,BA 4-5,1,5,4,4.5,,Boda lst,BA 4-5,mound flank facies,Cocks 2005,,1,17,1,-55_-30,5,6,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-56.5_-29.3
6167,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Strophomenida,Leptellinidae,Palaeostrophomena,Palaeostrophomena,Palaeostrophomena,,0,Palaeostrophomena,aff.angulata,sp.,Palaeostrophomena_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,u Stinchar lst,,,Williams 1962,,1,12,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
1990,-57.943,-32.867,15,Ringerike,Articulata,Orthida,Platystrophiidae,Platystrophia,Platystrophia,Platystrophia,,0,Platystrophia,aff.anomala,sp.,Platystrophia_sp.,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,Norderhov Fm,BA 5,,Harper et al 1985,,1,23,1,-60_-35,3,3,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-57.9_-32.9
1991,-57.805,-32.821,15,"Hadeland, Oslo region",Articulata,Orthida,Platystrophiidae,Platystrophia,Platystrophia,Platystrophia,,0,Platystrophia,aff.anomala,sp.,Platystrophia_sp.,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,u Furuberget,BA 5,,Hansen 2007,Candela 2006,1,23,1,-60_-35,3,3,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-57.8_-32.8
2324,-62.191,-20.826,5,"Pomeroy, N Ireland",Articulata,Atrypida,Anazygidae,Catazyga?,Catazyga,Catazyga,?,1,Catazyga?,aff.anticostiensis,sp.,Catazyga_sp.,Ashgill,Cautleyan,Cautleyan E,Cautleyan U,7,9,BA 3-4,1,4,3,3.5,,Killey Bridge Fm,BA 4-5,,Boucot et al 2003,Mitchell 1977,7,12,1,-60_-20,5,5,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-62.2_-20.8
3272,-45.373,-31.49,16,Belarus,Articulata,Orthotetida,Chilidiopsidae,Coolinia,Coolinia,Coolinia,,0,Coolinia,aff.applanata,sp.,Coolinia_sp.,Llandovery,Telychian,Telychian E,Telychian U,21,23,BA 2-5,1,5,2,3.5,,?,BA 2-5,,Musteikis & Cocks 2004,,12,23,1,-45_-30,10,11,1,Baltica,42,6,Baltica-Avalonia,-8,-47,-45.4_-31.5
2021,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Rhynchonellida,Trigonirhynchiidae,Rostricellula,Rostricellula,Rostricellula,,0,Rostricellula,aff.ardmillanensis,sp.,Rostricellula_sp.,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 2-5,1,5,2,3.5,,Craighead mudst & lst,,,Williams 1962,,1,23,1,-65_-20,3,3,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
5958,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Christianiidae,Christiania,Christiania,Christiania,,0,Christiania,aff.biloba,sp.,Christiania_sp.,Ashgill,Pusgillian,Pusgillian E,Pusgillian U,4,6,BA 4-6,1,6,4,5,,"Mill Fm, Ardmillan Grp",BA 4-5,,Harper 2006,,1,12,1,-60_-20,4,4,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
5204,-90.6,32.785,4,"E Klamath region, N California",Articulata,Orthida,Phragmorthidae,Phragmorthis,Phragmorthis,Phragmorthis,,0,Phragmorthis,aff.buttsi,sp.,Phragmorthis_sp.,Caradoc,Caradoc,Caradoc E,Caradoc U,1,3,BA 4-5,1,5,4,4.5,,"HG mbr 5 + Kangaroo Creek Fm, Mbr 3",BA 4 ,massive wacke-packst.+conglo (30-90 m),"Potter, 1990",,1,12,1,-90_35,1,3,0,Klamath Terrane,33,22,Klamath Terrane,25,20,-90.6_32.8
5449,-98.233,21.655,4,"E Klamath region, N California",Articulata,Orthida,Phragmorthidae,Phragmorthis,Phragmorthis,Phragmorthis,,0,Phragmorthis,aff.buttsi,sp.,Phragmorthis_sp.,Ashgill,Pusgillian - Rawtheyan,Pusgillian E,Rawtheyan U,4,12,BA 4-5,1,5,4,4.5,,"HG mbr 5 + Kangaroo Creek Fm, Mbr 3",BA 4 ,massive wacke-packst.+conglo (30-90 m),"Potter, 1990",,1,12,1,-100_20,4,6,0,Klamath Terrane,33,22,Klamath Terrane,25,20,-98.2_21.7
2401,-101.305,-7.675,10,Wyoming,Articulata,Strophomenida,Sowerbyellidae,Thaerodonta,Thaerodonta,Thaerodonta,,0,Thaerodonta,aff.clarkvillensis,sp.,Thaerodonta_sp.,Ashgill,Cautleyan M - Rawtheyan M (Richmondian),Cautleyan M,Rawtheyan M,8,11,BA 2-5,1,5,2,3.5,,u Bighorn Dolomite,BA 3-4,,Macomber 1970,Jin & Zhan 2001,1,14,1,-100_-10,5,6,0,Laurentia,33,0,Laurentia,18,-28,-101.3_-7.7
6136,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Strophomenida,Rafinesquinidae,Colaptomena_(prev.Macrocoelia),Colaptomena,Colaptomena,,0,Colaptomena,aff.concentrica,sp.,Colaptomena_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,lo Ardwell Mudstone,,,Williams 1962,,1,3,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
4303,-55.703,14.906,3,"White Mountain, East cen Alaska",Articulata,Orthida,Orthidae,Diochtofera,Diochtofera,Diochtofera,,0,Diochtofera,aff.conspicua,sp.,Diochtofera_sp.,Ashgill,Pusgillian - Rawtheyan,Pusgillian E,Rawtheyan U,4,12,BA 4,1,4,4,4,,79WG19,BA 4-5,,"CMØR, OD",,1,12,1,-55_15,4,6,0,Farewell Terrane,15,11,Farewell Terrane,17,12,-55.7_14.9
4311,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Strophomenidae,Gunnarella,Gunnarella,Gunnarella,,0,Gunnarella,aff.corrugatella,sp.,Gunnarella_sp.,Ashgill,Pusgillian,Pusgillian E,Pusgillian U,4,6,BA 3-5,1,5,3,4,,"Mill Fm, Ardmillan Grp",BA 4-5,,Harper 2006,,2,12,1,-60_-20,4,4,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
3822,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Protorthida,Skenidiidae,Skenidioides,Skenidioides,Skenidioides,,0,Skenidioides,aff.costatus,sp.,Skenidioides_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-6,1,6,2,4,,Albany mudst & u Stinchar lst.,,,Williams 1962,,1,23,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
4657,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Leptestiidae,Diambonia,Diambonia,Diambonia,,0,Diambonia,aff.discuneata,sp.,Diambonia_sp.,Ashgill,Rawtheyan E,Rawtheyan E,Rawtheyan E,10,10,BA 3-5,1,5,3,4,,Lady Burn Fm,BA 5,cont. Slope,Harper 2000,,1,14,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
4740,-60.923,-20.192,5,Girvan,Articulata,Strophomenida,Leptestiidae,Diambonia,Diambonia,Diambonia,,0,Diambonia,aff.discuneata,sp.,Diambonia_sp.,Ashgill,Rawtheyan M,Rawtheyan M,Rawtheyan M,11,11,BA 3-5,1,5,3,4,,South Threave Fm,BA 5,,Harper 2000,,1,14,1,-60_-20,6,6,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
4097,-57.943,-32.867,15,Ringerike,Articulata,Orthida,Platystrophiidae,Mcewanella,Mcewanella,Mcewanella,,0,Mcewanella,aff.dorsisulcata,sp.,Mcewanella_sp.,Caradoc,Caradoc U,Caradoc U,Caradoc U,3,3,BA 3-5,1,5,3,4,,Norderhov Fm,BA 5,,Harper et al 1985,,1,12,1,-60_-35,3,3,0,Baltica,42,6,Baltica-Avalonia,-8,-47,-57.9_-32.9
1538,-73.401,-23.447,6,"New World Island, Newfoundland",Articulata,Strophomenida,Sowerbyellidae,Sowerbyella,Sowerbyella,Sowerbyella,,0,Sowerbyella,aff.elusa,sp.,Sowerbyella_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 2-5,1,5,2,3.5,,Cobbs Arm Limestone,,,McKerrow & Cocks 1981,,NA,NA,1,-75_-25,1,1,0,Newfoundland,24,23,Laurentia,18,-28,-73.4_-23.4
5446,-98.233,21.655,4,"E Klamath region, N California",Articulata,Orthida,Linoporellidae,Laticrura,Laticrura,Laticrura,,0,Laticrura,aff.erecta,sp.,Laticrura_sp.,Ashgill,Pusgillian - Rawtheyan,Pusgillian E,Rawtheyan U,4,12,BA 4-5,1,5,4,4.5,,"HG mbr 5 + Kangaroo Creek Fm, Mbr 3",BA 4,massive wacke-packst.+conglo (30-90m),"Potter, 1990",,1,12,1,-100_20,4,6,0,Klamath Terrane,33,22,Klamath Terrane,25,20,-98.2_21.7
1409,-90.6,32.785,4,"E Klamath region, N California",Articulata,Orthida,Hesperorthidae,Hesperorthis,Hesperorthis,Hesperorthis,,0,Hesperorthis,aff.evenkiensis,sp.,Hesperorthis_sp.,Caradoc,Caradoc,Caradoc E,Caradoc U,1,3,BA 3-4,1,4,3,3.5,,Horseshoe Gulch Mbr 5,BA 4 ,massive wacke-packst. (30-90m),"Potter, 1990",,1,23,1,-90_35,1,3,0,Klamath Terrane,33,22,Klamath Terrane,25,20,-90.6_32.8
2203,-98.233,21.655,4,"E Klamath region, N California",Articulata,Orthida,Hesperorthidae,Hesperorthis,Hesperorthis,Hesperorthis,,0,Hesperorthis,aff.evenkiensis,sp.,Hesperorthis_sp.,Ashgill,Pusgillian - Rawtheyan,Pusgillian E,Rawtheyan U,4,12,BA 3-4,1,4,3,3.5,,Horseshoe Gulch Mbr 5,BA 4 ,massive wacke-packst. (30-90m),"Potter, 1990",,1,23,1,-100_20,4,6,0,Klamath Terrane,33,22,Klamath Terrane,25,20,-98.2_21.7
6169,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Orthida,Paurorthidae,Paurorthis,Paurorthis,Paurorthis,,0,Paurorthis,aff.fasciculata,sp.,Paurorthis_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,u Stinchar lst,,,Williams 1962,,1,12,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
882,-18.745,-3.317,27,C Taimyr,Articulata,Pentamerida,Virgianidae,Holorhynchus,Holorhynchus,Holorhynchus,,0,Holorhynchus,aff.giganteus,sp.,Holorhynchus_sp.,Ashgill,Rawtheyan,Rawtheyan E,Rawtheyan U,10,12,BA 3,1,3,3,3,Holorhynchus Fauna,"bed 4, Korotskinskaya Fm",BA 3-4,lst.,Cocks & Modzalevskaya 1997,,4,23,1,-20_-5,6,6,0,Taimyr,3,3,Greater Siberia-Mongolia,18,-16,-18.7_-3.3
6141,-65.277,-20.526,5,"Girvan, Scotland",Articulata,Strophomenida,Leptellinidae,Glyptambonites,Glyptambonites,Glyptambonites,,0,Glyptambonites,aff.glyptus,sp.,Glyptambonites_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,NA,0,3,3,3,,lo Stinchar lst,,,Williams 1962,,1,3,1,-65_-20,1,1,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-65.3_-20.5
3501,-73.401,-23.447,6,"New World Island, Newfoundland",Articulata,Orthida,Hesperomenidae,Anoptambonites,Anoptambonites,Anoptambonites,,0,Anoptambonites,aff.grayae,sp.,Anoptambonites_sp.,Caradoc,Caradoc E,Caradoc E,Caradoc E,1,1,BA 3-5,1,5,3,4,,Cobbs Arm Limestone,,,McKerrow & Cocks 1981,,1,12,1,-75_-25,1,1,0,Newfoundland,24,23,Laurentia,18,-28,-73.4_-23.4
4293,-60.923,-20.192,5,"Girvan, Scotland",Articulata,Orthida,Hesperomenidae,Anoptambonites,Anoptambonites,Anoptambonites,,0,Anoptambonites,aff.grayae,sp.,Anoptambonites_sp.,Ashgill,Pusgillian,Pusgillian E,Pusgillian U,4,6,BA 3-5,1,5,3,4,,"Mill Fm, Ardmillan Grp",BA 4-5,,Harper 2006,,1,12,1,-60_-20,4,4,0,Midland Valley Terrane,31,18,Laurentia,18,-28,-60.9_-20.2
2549,24.615,-66.326,46,"Hoher Trieb, Carnic Alps",Articulata,Orthida,Dalmanellidae,Howellites,Howellites,Howellites,,0,Howellites,aff.hammanni,sp.,Howellites_sp.,Ashgill,Rawtheyan? (Ashgill),Rawtheyan E,Rawtheyan U,10,12,BA 3-4,1,4,3,3.5,,Uggwa limestone & Sandstone,BA 3-4,,Boucot 2003,Havlicek et al 1987,1,17,1,25_-65,6,6,0,Gondwana,87,3,Greater_Gondwana,35,-90,24.6_-66.3
